userName;content;score;at;appVersion;;
Tri Wahyuniingsih;Impoin sya ko ngk masuk ya min pdhl udah isi pulsa 25 k sya ada di rank platinum;5;27/01/2024 18.10;82.00.05;;
Channel Jo;"Kenapa ya makin kesini Indosat makin buruk,sinyal tiba-tiba ilang pulsa di im3 berkurang cara tiba""..tolong min di perbaiki";1;27/01/2024 17.54;82.00.03;;
Anggra Rasya Ali;9 Gb;5;27/01/2024 17.51;82.00.05;;
Farid Alaydrus;mana bonus 1GB pp;5;27/01/2024 17.48;82.00.04;;
Rony Ersa siregar;Sumpah semakin di update kok semakin ngebug kuota nya...ehh tolol;1;27/01/2024 17.36;82.00.05;;
Protama Plus;Payah bengek tuh sinyal;1;27/01/2024 17.14;82.00.04;;
Abib 02;bagus;5;27/01/2024 17.06;82.00.05;;
BLAKASADUT GAMING;SEKALINYA ADA DISKON KUOTA MAKAH JARINGAN AMPAS ...;1;27/01/2024 17.01;82.00.04;;
aldi 0002;ALDy;5;27/01/2024 16.57;0;;
Hepri Hepri;mantap;5;27/01/2024 16.44;82.00.05;;
kardo rehan;Apklesi nya mantap;5;27/01/2024 16.44;82.00.05;;
Nugroho Wisnu Mukti;sangat baik;5;27/01/2024 16.42;0;;
Ucan Nst;Tolol;1;27/01/2024 16.38;82.00.02;;
Palanta Cafe;sangat baik;5;27/01/2024 16.30;0;;
Evan muhammad Faqih;"Awal"" pake kartu ini kenceng kok makin kesini makin buruk sinyalnya lelet lemot nyesel beli paket disni dan satu lgi klo isi pket lelet bgt pke alesan gangguan segala macem giliran nyalain data beli diapknya malah kesedot jujur si udh gamau pke indosat lagi";1;27/01/2024 16.24;82.00.03;;
Cahyadi Alfiasiqri;Snyl kurang di sulsel;1;27/01/2024 16.22;0;;
Iim Mujamil;tedak dapat apa apa;1;27/01/2024 16.20;0;;
Hot Tuman;ok;5;27/01/2024 16.09;81.15.00;;
Deni Panjaitan;Lu tolong bilangin sama manager lu atau atasan lu perbaikin jaringan nya anj jangan harga doang yang di naikin jaringan nya juga ya bgttt;1;27/01/2024 16.07;82.00.03;;
Syarif Udin;Kenapa nomor baru harga paket internet lebih murah dan besar kuotanya?;5;27/01/2024 16.00;0;;
M.ritonga 4378;mantap;5;27/01/2024 15.58;82.00.03;;
Ety Lestari;"Paketan sekarang mahal"" dan cepat boros, sinyal burik sering tiba"" hilang.. dan pulsa tiba"" berkurang padahal tidak dipakai dan data internet non aktif.. mending yang dulu sinyal bagus dan tidak boros alias cepat habis.. itu tidak untuk buka video ya.. kayaknya mau ganti kartu lain.. sudah kecewa sih";2;27/01/2024 15.57;82.00.05;;
Fran Zha;Indosat bagus, tapi klo bisa sinyalnya di perbaiki lagi agar bisa internet kencang maksimal seperti kartu yang lain juga .. tks;2;27/01/2024 15.54;82.00.05;;
Ilham Sidiq;Jaringan tidak stabil,d ibu kota udah kaya d hutan ajh sinyalnya;1;27/01/2024 15.52;82.00.05;;
Rustandi Berkah;Jelek katanya doang d bonus, mana????!!!!!;1;27/01/2024 15.46;0;;
Pahrudin Gudang;sinyal burik,kalo gini terus bisa pindah langganan;1;27/01/2024 15.46;80.08.01;;
Pengguna Google;Sekarang IM3 harga paket data nya gk ngotak njirr... Parah udh harga nya mahal, boros lagi. Dulu murah itu im3 sekarang mahal itu im3.;1;27/01/2024 15.41;82.00.05;;
Kamil Toger;Jaringannya lah anjg;1;27/01/2024 15.41;0;;
dian istawan93;Sinyal lama lama tambah bobrok;1;27/01/2024 15.39;81.16.00;;
ali ima;bisa lebih di perkuat gak jaringannya suka ngelake saat buka segala browser;5;27/01/2024 15.37;82.00.02;;
Josua Simangunsong;signalnya kuat.;4;27/01/2024 15.34;81.13.00;;
Darmawan Setiawan;Jaringan nya butuh patah 2, buat orang kecewa aja ,,semakin kesini semakin mahal harga kuota nya tapi jaringan makin buruk ,,😆;1;27/01/2024 15.32;0;;
Wawan Charwana;baik;5;27/01/2024 15.32;82.00.05;;
lihat video;Saya heran sma indosat g semakin membaik tp makin menurun..sinyal jelek,internet jelek,byk sms spam habisan pulsa..ancur parah jaringan internet terburuk se indonesia..jamn sudah 5g lah ini kecepatan internet masih KB/detik..jual aja ni parah enek gw internetan lama2..mending dipegang asing saja lebih maju;1;27/01/2024 15.31;81.16.00;;
Boby Febrianto;Semoga gak ada lagi kaya update sebelumnya gak bisa dipake pas setelah update....;4;27/01/2024 15.29;80.08.00;;
Muhammad Alif;sangat bagus;5;27/01/2024 15.23;82.00.05;;
Nur Afidin;"Profider paling tidak rekomend,,sering nyedot pulsa, banyak jebakan berkedok seperti berlangganan"" nggak jelas...kalo bukan nomer penting udah gw buang dari dulu,yg baru baru pake mending pikirin lagi kalo mau buat jadiin kartu penting.";1;27/01/2024 15.21;81.16.00;;
Driki Soleh;Sinyal ngeleg kartu rakyat binasa;1;27/01/2024 15.20;82.00.03;;
Fristyan aziez Babayo;Pulsa sering dipotong bikin gak nyman, rugi 20ribu😡;2;27/01/2024 15.19;81.13.00;;
Anitha Setiawati;Sinyal jelek gangguan tiap hari pasti ada pulsa kepotong sendiri;1;27/01/2024 15.11;82.00.05;;
Dea Lani;SUMPAH GW GAK PERNAH KESEL SEKESEL-KESELNYA, JARINGANNYA JELEK BANGET FAAAAKKK!! Gw kira bakalan tambah bagus tapi kok tiap hari malah tambah jelek sih njir aaargggh. Mana paketnya mahal banget lagi, masih mending kalau koneksi sama jaringannya bagus inimah malah tambah jelek.;1;27/01/2024 15.09;81.16.00;;
Muslimin Muslimin;Mantap;5;27/01/2024 15.06;82.00.04;;
Tendy Aya;assalamu'alaikum kenapa ya indosat gak kaya axis banyak bonusnya banyak hadiahnya trus bisa di claim apa cuma Indosat yang super pelit, kasian developer yang gak ada duit orng yang gak mampu axis selalu bagi bagi bonus, im3lagibug nge klaim bonus tapi gda notif 😌;1;27/01/2024 15.05;82.00.03;;
Ricardo Lopo;.biji;3;27/01/2024 15.04;81.16.00;;
Bayu;Internet sulit harga pun di persulit;1;27/01/2024 14.59;81.07.00;;
Dimas yuda irawan 029;Kenapa sering gangguan oy;3;27/01/2024 14.58;82.00.05;;
Widi Saputra;Apk nya bagus cuma sinyal nya aduh;1;27/01/2024 14.52;0;;
hari yanto;bagus;1;27/01/2024 14.49;0;;
Muhammad Rizki Pratama;Asu pejoh sinyal asu;1;27/01/2024 14.46;82.00.02;;
Muhammad Dava;Masak aku beli pulsa 20k tapi yg masuk malah 8 ribuu ini gmna sih menejemen nya? , taik lah mending ganti TELKOMSEL aja;1;27/01/2024 14.46;0;;
Dzaki Setiawan;good;5;27/01/2024 14.44;82.00.05;;
Mr.D chanel;Jaringan lemot parah;1;27/01/2024 14.38;81.14.02;;
Sulis Ridwan;bagusss;4;27/01/2024 14.36;0;;
Pak Supriyadi;Ok bagus🙏;5;27/01/2024 14.35;80.04.02;;
Sandixkiller hunter;Jaringan kaya babiii, nge lag terusss, yang bener dong tolol kalo bikin usaha tuh;1;27/01/2024 14.33;81.13.00;;
Rendiii Ansyha;mantappp;5;27/01/2024 14.32;82.00.04;;
Budi 11;bagus;5;27/01/2024 14.28;81.16.00;;
Windra Nst;bagus;5;27/01/2024 14.27;82.00.03;;
Khakimadzul Aziz;guve kuota dong;4;27/01/2024 14.24;81.16.00;;
Aditia Nurwahid;bagus;5;27/01/2024 14.22;81.16.00;;
Desy rahmawati;terkadang kalau lagi hujan sinyalnya agak kurang bagus;4;27/01/2024 14.21;81.13.00;;
ahmad yani;bagus sekali;4;27/01/2024 14.21;81.02.01;;
Santuy Gameng;Kenapa sekarang Indosat sering gangguan aduh padahal gua sdh rasa nyaman Tapi kalo gini terus pindah ke Axis aj kaliya;3;27/01/2024 14.19;82.00.05;;
Supriyanto Supri;ok bngt;5;27/01/2024 14.15;82.00.05;;
Fahrul Anwar;sering ngerem mendadak indosat alias gangguan, parah banget;2;27/01/2024 14.06;82.00.03;;
Im Somi;cukup bagus;3;27/01/2024 14.05;81.16.00;;
Muhammad Hendra;Terima kasih;5;27/01/2024 14.03;82.00.05;;
Musliadi Adi;oke terimakasih;5;27/01/2024 13.58;82.00.03;;
Yanto Bucin;Makin hari makin ga bisa digunakan ini jaringan, trouble melulu,udah lte,tapi masih ngelek tolonglah dibenahin lagi yg lebih bagus biar yg menggunakan itu lebih enak,kalo begini trus pengguna tidak nyaman;1;27/01/2024 13.55;81.16.00;;
Dani Kaize;Saya terakhir menggunakan im3 tahun 2014, saya pindah ke si merah tsel karena im3 rutin setiap kamis dan Jum'at trouble, sekarang saya kembali menggunakan im3 berharap penyakit kamis Jumat hilang, ternyata sekian lama penyakit trouble di hari kamis Jumat masih ada, apa gak sanggup menggaji teknisi yang lebih baik apa teknisinya turun temurun gak ada rekrutmen karyawan baru,;1;27/01/2024 13.54;81.16.00;;
yatno sk;Pelayanan jelek. Setiap beli paket tidak pernah habis karena jaringan nya lelet.;1;27/01/2024 13.54;81.13.00;;
Jhera Putra;baik;1;27/01/2024 13.51;82.00.05;;
Muhibah Muhibah;bagus;5;27/01/2024 13.50;81.10.01;;
Luqman Sujarmanto;ok;5;27/01/2024 13.47;0;;
Arip Salam;Tolong dong pihakk my m3 kalou ada keluhan konsumen yang ada di tangga ni dengn orang nya bukan dengan otamatiss sya jadi bingung mau keluhan ketikk susahh malah di surauhh ikutinn step step yang gam jelass susahh ini gimnh dong may m3. Saya ada kluhan kenaa paket data sya bisa ilang padahn baru beli belomm baru juga seminggu udah ilang tolong daong bantu admin nya my em3 ini bukti SELAMAT! Paket FREEDOM INTERNET 100GB RP150RB 30HARI aktif s.d 20/02/2024 20:35. Cek kuota di myIM3 bit.ly/acwpim3;1;27/01/2024 13.44;0;;
Tomo Tomo;okok;5;27/01/2024 13.43;82.00.05;;
Fitri Fitri;Indosat mending tutup aja sering kali sinyal 4g hilang;1;27/01/2024 13.34;82.00.02;;
Alam;sangat membantu;5;27/01/2024 13.31;82.00.05;;
Jhordin Allba;3 aja dlu ntar d kasih lagi klo dah faham.ok😁😁;3;27/01/2024 13.31;81.15.00;;
Fadil ferdiana;top;5;27/01/2024 13.29;82.00.05;;
ramadhan sinar;bagussss;5;27/01/2024 13.26;0;;
Ani 2345;Udah gak tau lagi dah ni aplikasi parah ancur gak bisa di gunakan;1;27/01/2024 13.24;82.00.05;;
B_mA Putra;sering trouble;1;27/01/2024 13.24;82.00.04;;
Bhe X;good;5;27/01/2024 13.24;81.16.00;;
Arif Wahyu;Josss;5;27/01/2024 13.20;81.04.00;;
Galeh Eka;bagus;5;27/01/2024 13.18;0;;
MAHTUM SYAFAAT;Tolong di beri fitur lock pulsa, jadi pada saat mau beli kuota pas data di nyalakan pulsa tidak tersedot, dan juga satu lagi.. untuk pulsa yang tersimpan seharusnya tidak terpotong / tersedot habis pada saat data di nyalakan walau ada kuota internet dan juga tidak ada kuota internet... Kalau tidak segera diperbaiki maka akan banyak orang pindah ke yang lain 👍;1;27/01/2024 13.18;81.13.00;;
Faisal Muslim;good;5;27/01/2024 13.18;82.00.05;;
Ilham Indrawan;Makin lama malakin mahal kuota nya dulu 20 GB 30hri cuma 50rb sekarang 50rb cuma 12GB sebulan tolong lah murahin lgi indosat😓 indosat leg dah mahal leg lagi;2;27/01/2024 13.15;82.00.02;;
tessa marsel;Padahal sering beli kuota 100gb dlu 100rbu, makin lama langganan bkanya d kasi mrah malah d ganti 110gb 150rbu. Gmna org mau langganan klau kyk gini. Bkanya d kasi diskon malah d kasi mahal. Pindah Telkomsel aja klau kek gini.;1;27/01/2024 13.11;0;;
Adam Julia;TAEK ANJ;1;27/01/2024 13.08;0;;
Abdul Asas;Game Ular tangga nya nipu... gue udah main setengah jam malah kgk dapat...lucu emang nih my im3;2;27/01/2024 13.07;82.00.03;;
Oyong Ktg;bagus banget bnyk promonya;1;27/01/2024 13.06;81.16.00;;
La Arjun;suka sama aplikasi ini paket nya murah meriah;5;27/01/2024 13.04;82.00.02;;
Budi Bawor;Makin lama di pake paket datanya makin mahal .....;4;27/01/2024 13.03;82.00.05;;
Setyaaji Purwijayanto;"Awal"" koneksi bagus di daerah saya, makin kesini makin lemot, sekarang parah banget. Udah komplen lewat jalur manapun katanya udah di benerin ttp aja busuk koneksinya. Posisi saya di kota tapi ttp aja busuk. Ngabisin paket habis itu pindah provider";1;27/01/2024 12.59;81.16.00;;
Sudiarsana;Ini apa konthol paket internet mahal, jaringan kayak taik!!! Tolong lah ini diperbaiki minimal jaringan internet lancar lah kalok enggak paket internet nya di murahin;1;27/01/2024 12.57;81.10.01;;
Rafli Yusuf;aplikasi gak jelas,livechat juga gak ada solusi;1;27/01/2024 12.55;0;;
rzakia rahman;klo bagus bintang 5 dah;3;27/01/2024 12.54;82.00.05;;
Jamal Udin;Sudah hampir setengah jam saya beli kuota tapi ga masuk²,dan transaksi nya g bisa dibatalin gmn sih ni apk g guna;1;27/01/2024 12.53;0;;
ENDANG;Indosat mantap;5;27/01/2024 12.51;0;;
Abdul Qodir Jaelani (Lann.);Klo malem kadang gangguan coo🗿;4;27/01/2024 12.50;81.16.00;;
Faiq Ramadhan;Sinyal eror mulu. Jelek jaringan;1;27/01/2024 12.50;81.08.00;;
Wahid Wahid;myIm3 memang joss;5;27/01/2024 12.49;82.00.05;;
Candi Wijaya;good;5;27/01/2024 12.48;82.00.05;;
Gloria Angelin;proses transaksi nya lama . ga recommended kalau untuk kerja . ngelag parah;1;27/01/2024 12.48;82.00.04;;
Hasan Widjaya;apk nya bagus banget;5;27/01/2024 12.47;82.00.05;;
Mualimin;sinyal bagus;4;27/01/2024 12.46;82.00.05;;
Parlan gilar;SEMAKIN HILANG KEPERCAYAANKU TERHADAP INDOSAT..JARINGAN MAKIN LEMOTTTTT TIDAK BISA DI ANDALKAN!!!MOVE ON AJA KE XL JARINGAN LEBIH BAGUS KUOTA LEBIH MURAH...;1;27/01/2024 12.45;82.00.03;;
Naja Muddin;gw tadi gisi pulsaa tapi ga masukk gimana nihh;5;27/01/2024 12.45;81.16.00;;
agung multazam;Paket masih ada tapi ga bisa dipake lalu pulsa habis ke sedot gimana ini tolong lah;1;27/01/2024 12.45;82.00.05;;
Hikmala hayati Mala;Saya habis beli pulsa 50k kemudian saya daftarkan ke paket yang tertera 50k, kok nggak ada respon kemudian saya cek lagi pulsanya malah berkurang 500rp jadi tidak bisa di daftarkan gimana kok bisa pulsa berkurang waktu transaksi padahal mode data dalam keadaan mati. Mohon kejelasannya kalau tidak bisa didaftarkan ya invalid aja la ini malah berkurang dan nggak bisa di daftarkan paket yang serupa mohon kejelasannya;1;27/01/2024 12.45;0;;
Wahyuni Yuni;"Jaringan im3 ini sering banget bermasalah Jaringan ny sering hilang"" tolong di perbaiki lagi jaringan nya. jangan harga paketnya aja yg di naikin , tapi kualitas jaringannya buruk.";3;27/01/2024 12.43;0;;
Aan Na;b aj;5;27/01/2024 12.42;82.00.04;;
roni pintar;Sinyale susah dan mahal pula;1;27/01/2024 12.42;0;;
M Zhidny;Sinyal nya lag,harga kuota mahal tapi sinyal nya ngeleg terus;4;27/01/2024 12.39;82.00.02;;
Leon Syahputra;Tolong kepada pusat Indosat,saya sangat kecewa.gara pulsa saya ini selalu kurang, padahal saya nggak make pulsa buat nelpon,dll.rp10.000 langsung habis dalam 1 hari ini, 😢😢;4;27/01/2024 12.37;82.00.02;;
gatel geming;eror gak bisa beli;5;27/01/2024 12.36;81.16.00;;
Chuaks;Udah hampir 8 tahun pakek im3 karena harga bersahabat, tapi akhir2 ini signal sering hilang parahnya lagi pas saya nge rank hilang gitu aja kecewa banget;1;27/01/2024 12.36;82.00.05;;
Dimas Saputra;senkeluarga sya pengguna my Im3.setelah lama nyah pake kartu ini.paket an paforit jadi gk ada.jdi pada mhal paket nyh..jdi nyesel pake kartu Im3.iya jdi ganti ajh ke kartu exis;1;27/01/2024 12.35;82.00.05;;
Ruspandi Pandi;Ga tau ini indosat ko begini ya kalau isi paketan pake pulsa malah ga masuk masuk giliran data di aktifin pulsa nya malah ke sedot...???;1;27/01/2024 12.27;82.00.05;;
Dunia Dedaunan;mntap;4;27/01/2024 12.20;82.00.02;;
Alkhey;Makin hari,sinyal error terus,baru lama bisa normal,kami yang usaha sangat rugi pakai Indosat saat ini tiap hari sinyal error mulu,;1;27/01/2024 12.16;0;;
mr waluh;Lama lama kok makin mahal paket data nya 🤮;1;27/01/2024 12.12;82.00.05;;
Waginah Manis;Apllikasi yang bagus tapi tolong bonus ya di perbanyak Biar pada puas beli apapun di IM 3;5;27/01/2024 12.10;82.00.03;;
Naira Octarina;good;5;27/01/2024 12.08;0;;
Ivandio hutama Wien Haryadi;Aplikasi nya semakin jelek karena lambat dah tidak stabil;1;27/01/2024 12.05;82.00.05;;
Rusman Jr;Saya baru beli paket trus tiba tiba paketnya ilang semua malah keganti sama kuota darurat tolol;1;27/01/2024 12.04;82.00.05;;
Ngurah Candra;Im3 sinyal burik ,busuk , kulitas buruk;1;27/01/2024 12.02;0;;
Cho;Ngapain sekarang jaringannya jadi susah 😠😡😡😡;1;27/01/2024 11.57;82.00.02;;
deni prayoga;Beli pulsa di pasca bayar lama masuknya, udah masuk saldo pulsa sama yg masuk dan kurang, trus di beliin paket data gagal terus gak masuk masuk, gak niat bisnis atau emang rusak dan tidak sesuai atauran gak tau dah 👎 not recommended;1;27/01/2024 11.57;0;;
Wi Dodo;Cukup bagus;3;27/01/2024 11.55;82.00.02;;
Bang Apoyz;Cukup bagus;3;27/01/2024 11.52;82.00.03;;
Yusuf Bahtiar;sangat rekomen;5;27/01/2024 11.51;82.00.04;;
Karim Sanda;Saya melakukan pembelian perdana dengan instans delivery namun hingga 3 hari belum dikirim bahkan saya cek status masih sukses pembayaran, itu berarti pihak indosat belum mengirim kepihak pengiriman, sangat mengecewakan tidak ada konfirmasi juga dari pihak indosat terkait ini;1;27/01/2024 11.48;82.00.05;;
Erick Dian;"Dah keberapa kali nya gwa ngalamin hal paling yg ga enak, gwa susah payah ngumpulin uang buat beli internet pas dah kebeli kuota nya dalam kondisi berproses mulu ga ke kirim"" Gada beda nya, Sama aja lo nyuri uang customer";2;27/01/2024 11.48;82.00.03;;
Tisya Anggraini;Saya isi pulsa malah kepotong padahal udah di matiin data;1;27/01/2024 11.44;0;;
Nur Jaman;baik;5;27/01/2024 11.44;81.13.00;;
DJAPAR ABAS;ok mantap;5;27/01/2024 11.37;82.00.05;;
Wiwit ariyani;fery good;5;27/01/2024 11.35;82.00.02;;
Kaksih Taring putih;Saya bangga sama m3;2;27/01/2024 11.35;0;;
Abdul Azzam Ramadhan;ga siang ga malem ngelek Mulu kalo ga ngelek ya gangguan bikin istighfar;2;27/01/2024 11.33;82.00.03;;
alfiah layjunkai;tambah mahal, ga ada promo murah samasekali.;3;27/01/2024 11.33;81.16.00;;
Silvia Andriani;sangat puas;1;27/01/2024 11.32;0;;
Aditya Syifasilfi;sip lancar;5;27/01/2024 11.32;82.00.02;;
Suyanto Dzaki;makasih udah banyak promonya;5;27/01/2024 11.28;82.00.05;;
Zidan Chaneell;Buat apa ngasih ranting......kpn sih Indosat sinyalnya bagus dan lancar klw hujan udh lemot itu kelemahannya Indosat uinstal aja lama ilang pelangganmu;1;27/01/2024 11.23;0;;
Dias Pratama;Lelet;1;27/01/2024 11.13;80.08.03;;
Arsyla Arsyla Khairunnisa;im3 pertama di pake bagus bgt jaringan nya...pas 2jaln 5bulan kek nga guna pke main ML aja susah kali..jagan kan main ML nonton reels aja putus2;3;27/01/2024 11.09;82.00.04;;
dio janos;lumayan lah;3;27/01/2024 11.02;82.00.05;;
Ardin Ganteng;Ini knpa yh tiap beli paket harganya maki lama makin naik terus. Tolong dong yg tau jlsin?;1;27/01/2024 10.57;82.00.05;;
Hadi Teguh;Ini aplikasi apa sih... Buat beli paket internet g pernah bisa... Diantara semua provider, ini yg pling gak berguna aplikasinya;1;27/01/2024 10.57;82.00.03;;
BAGUS SETIAJI HERNOWO;bagus jariangannya;5;27/01/2024 10.55;82.00.04;;
Akhmad Topani Anteb Topan;mudah, murah, menyenangkan;5;27/01/2024 10.55;82.00.05;;
Yuinles_ThaShaffana;ok;5;27/01/2024 10.52;82.00.05;;
MUHAMMAD ALIF MUNANDAH;Poin gua nga bertahan,sia² ngumpulin tetap aja di ambil...;1;27/01/2024 10.51;82.00.05;;
BADAI PESISIR NEW;Ahir ahir ini indosat sering tidak ada signal 4g jadi tidak bisa digunakan;2;27/01/2024 10.44;82.00.05;;
Wayan Dwipa;Kalo ga niat isi tukar poin mending jangan asu gua nukar poin 3000 dapet 1 gb ga bisa di gunakan pakek chatan wa aja ga bisa mending hapus deh poin poin nya itu bila perlu gua mau pindah layanan aja im 3 curang baca ini min tolol;1;27/01/2024 10.38;0;;
Khoirul Ahmad Fatihin;Maintenance lama banget gila;1;27/01/2024 10.32;82.00.04;;
M . Nur Maulana;Myim3 sekarang makin jelek dan buruk bngt sinyal nya;1;27/01/2024 10.29;82.00.02;;
otaku maniak;Okelah udah mantep jaringan ya👍👍;5;27/01/2024 10.21;82.00.02;;
jodi fals tv;paket lumayan terjangkau..;5;27/01/2024 10.20;82.00.05;;
QHORI DWI MULYHA;Setiap abis beli paket internet, pasti selanjutnya harganya makin mahal bikin males pake kartu im3, dan juga sekarang setiap pembelian paket selalu diproses lamaaaaaaaaaaaaaaa;1;27/01/2024 10.11;0;;
Suwandika 1202;bagus;5;27/01/2024 10.07;82.00.05;;
Albar Ruwiing;Pulsa hilang gimana ini isi pulsa darurat udah berhasil knp plsa nya ga masuj;1;27/01/2024 10.02;82.00.05;;
sripot kepot;Promo tidak merata tiap nomor beda promo jadi bikin kesel aja.;3;27/01/2024 09.56;82.00.05;;
Untung Dadu akang gondrong (Didik suharyadi);Semakin kedepan mm semakin parah, 🙏🙏🙏1 star, untuk saat ini,,, ,, kualitas ok baru 5 star.. 🙏 masih minimal;2;27/01/2024 09.55;82.00.05;;
Sensor Kabeh;paraaah,banget cuma.gara2 update poin udah 30.000 an hilang,jadi ngulang dr awal parah bnget sampah,udah kuota tambah mahal...mending beli lewat #123* beda 8k ,,bnyak bnget selisihnya,...ga masalah ga dpt poin,percuma cape2 ngumpulin malah hilang poin nya😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪😪;1;27/01/2024 09.53;82.00.05;;
Ikhsan Al gifari;mantap, murah cuy;5;27/01/2024 09.51;82.00.05;;
Melisa maulida;Bagus;5;27/01/2024 09.51;82.00.05;;
Jani Aliansyah;Setelah beberapa tahun menggunakan IM3 padahal dulu paket kuota nya banyak yang murah. sekarang baru kali ini kecewa karena harga paket kuota nya semakin mahal;1;27/01/2024 09.50;0;;
Eliasar Suki;mantap;5;27/01/2024 09.41;82.00.05;;
Skema25;Makin kesini, makin susah nih jaringan.. Untung punya cadangan provider sebelah yg jaringan lebih bagus, Untuk bulan ini kehilangan 150 ribu gapapa untuk paket indosat yang sinyalnya sering muter-muter daripada normalnya,;1;27/01/2024 09.36;82.00.02;;
Rizal Padilah;bermanfaat;5;27/01/2024 09.34;82.00.04;;
Rahman Kurniawan;JARINGAN BURUK ! Makin sini makin ga jelas jual aja satelit nya, ga work it, yang bener aja, rugi dong;1;27/01/2024 09.33;81.14.02;;
Muhammad Fatah;Asu. Yg tadinya fredom internet 20gb 50rb. Skrg jdi 12gb. Kalo isi di *123# kena cas 1000 padahal pulsa parah. Nanti gua pake dulu pulsa sos usai kuota abis. Bis itu bye2 IM3;1;27/01/2024 09.30;0;;
Wawan Naufal;top;5;27/01/2024 09.28;82.00.05;;
Gilang Fuji Ramdhani;Gabisa beli paket anehhhhhhh;1;27/01/2024 09.27;82.00.05;;
Wagino 11;oke;1;27/01/2024 09.24;82.00.05;;
Ayraapril Dwikakirana;m3 ok banget;5;27/01/2024 09.05;82.00.05;;
